WlMQAA1;Pontevedra;VILLAGE;15.0;10153;763;0;16
WlPdAAL;Bizkaia;CITY;3.5;13949;503;0;15
WlWEAA1;Illes Balears;VILLAGE;15.0;11213;1072;0;25
WlX5AAL;Madrid;BORDER;1.0;13779;375;0;15
WqfrAAD;Madrid;BORDER;3.5;13779;1457;0,00144717800289436;21
WqglAAD;Lleida;BORDER;1.0;10914;277;0;17
WqhBAAT;Madrid;BORDER;1.0;13779;464;0;10
Wqi1AAD;Cuenca;COUNTRYSIDE;15.0;9009;88;0,0697674418604651;3
WskhAAD;Badajoz;VILLAGE;15.0;8448;276;0;6
WsLwAAL;Cáceres;ESCAPE;15.0;9081;257;0;8
WsTLAA1;Córdoba;ANY;15.0;8614;503;0;6
Wsv2AAD;Murcia;VILLAGE;15.0;8908;1272;0,00341296928327645;18
Wsv6AAD;Murcia;VILLAGE;7.5;8908;450;0;19
WswDAAT;Murcia;ANY;7.5;8908;98;0;10
WTbMAAX;Guadalajara;COUNTRYSIDE;26.0;11036;630;0,00606060606060606;15
WtC8AAL;Valencia/València;ANY;7.5;10377;785;0,00443458980044346;24
WtDaAAL;Sevilla;CITY;3.5;9051;192;0;9
WtDJAA1;Bizkaia;BORDER;3.5;13949;952;0,00221729490022173;15
Wte2AAD;Gipuzkoa;CITY;7.5;14852;117;0;10
WtI5AAL;Zamora;ANY;3.5;9859;51;0;4
Wt36AAD;Cádiz;CITY;15.0;8489;322;0;13
Wu76AAD;Ourense;CITY;1.0;10189;687;0;18
WU9pAAH;Sevilla;LEISURE;3.5;9051;26;0;3
WubDAAT;Madrid;VILLAGE;3.5;13779;490;0;7
WjLxAAL;Barcelona;LEISURE;3.5;12853;451;0;17
WjtrAAD;Valladolid;BORDER;25.0;11682;631;0,0028735632183908;16
Wjw4AAD;A Coruña;ANY;7.5;11024;322;0,00384615384615385;16
Wk9sAAD;Badajoz;COUNTRYSIDE;3.5;8448;467;0,00348432055749129;15
WkbmAAD;Sevilla;VILLAGE;7.5;9051;560;0;13
WkISAA1;Madrid;VILLAGE;7.5;13779;2000;0;21
WkONAA1;Palencia;ANY;15.0;11392;99;0;6
Wkp3AAD;Jaén;ANY;15.0;8318;380;0;16
WkpdAAD;Girona;VILLAGE;35.0;11095;1185;0;22
WkTgAAL;Toledo;COUNTRYSIDE;15.0;8845;541;0;12
Wl03AAD;Valencia/València;VILLAGE;15.0;10377;335;0,0062111801242236;7
WlN4AAL;Bizkaia;ANY;15.0;13949;268;0;9
WlONAA1;Huelva;VILLAGE;15.0;8401;1902;0,00301659125188537;21
Wqa3AAD;Madrid;BORDER;3.5;13779;604;0;17
Wqa7AAD;Madrid;ANY;7.5;13779;387;0,00497512437810945;18
WqcYAAT;Girona;BORDER;3.5;11095;520;0;10
WqelAAD;Granada;VILLAGE;15.0;8877;712;0;22
WsLkAAL;Barcelona;VILLAGE;7.5;12853;396;0;10
WsMaAAL;Ciudad Real;VILLAGE;15.0;8786;522;0;19
WsQoAAL;Ciudad Real;ANY;15.0;8786;256;0;16
Wt1ZAAT;Navarra;VILLAGE;15.0;13572;596;0;20
Wt3OAAT;Tarragona;VILLAGE;7.5;10817;942;0;21
WTa5AAH;La Rioja;ANY;7.5;11191;1034;0;20
WTbnAAH;Girona;VILLAGE;15.0;11095;796;0;20
WTbRAAX;Guadalajara;COUNTRYSIDE;35.0;11036;173;0;12
WtCNAA1;Valencia/València;ANY;3.5;10377;958;0;26
WTd5AAH;Madrid;CITY;15.0;13779;434;0;21
WTdgAAH;Madrid;CITY;7.5;13779;806;0,0025062656641604;23
WtDhAAL;Zaragoza;BORDER;15.0;12020;1137;0,0019047619047619;22
WTdiAAH;Gipuzkoa;VILLAGE;15.0;14852;44;0;5
WTi0AAH;Girona;VILLAGE;1.0;11095;931;0;17
WtILAA1;Huelva;VILLAGE;7.5;8401;500;0;15
WTioAAH;Burgos;CITY;3.5;12093;70;0;3
WtmQAAT;Murcia;CITY;15.0;8908;475;0;16
WToBAAX;Córdoba;VILLAGE;7.5;8614;122;0;10
WTr2AAH;Badajoz;ANY;7.5;8448;812;0;17
Wtu8AAD;Albacete;ANY;7.5;9150;1041;0,00179533213644524;23
Wtv2AAD;Alicante/Alacant;VILLAGE;15.0;8695;1097;0,0018018018018018;20
WjeaAAD;La Rioja;ANY;7.5;11191;273;0;13
WjkBAAT;Granada;CITY;15.0;8877;2823;0;25
WjqqAAD;Castellón/Castelló;CITY;15.0;10136;297;0,0110497237569061;15
WjqTAAT;Córdoba;ANY;3.5;8614;201;0;3
WjvKAAT;Pontevedra;ANY;3.5;10153;1037;0;21
WjyJAAT;Barcelona;BORDER;15.0;12853;952;0;19
Wk8aAAD;Málaga;VILLAGE;1.0;8688;524;0;11
WkabAAD;Barcelona;CITY;7.5;12853;385;0;12
WkHrAAL;Pontevedra;ANY;3.5;10153;301;0;17
WkiHAAT;Valencia/València;CITY;15.0;10377;1542;0,0015600624024961;24
WkIRAA1;Madrid;VACATIONAL;7.5;13779;475;0;9
WklxAAD;Valencia/València;ANY;1.0;10377;946;0;17
WkN0AAL;Asturias;BORDER;26.0;11959;1155;0;20
WknRAAT;Granada;COUNTRYSIDE;15.0;8877;258;0;9
WkuDAAT;Valencia/València;ESCAPE;1.0;10377;300;0,0045662100456621;19
WkuHAAT;A Coruña;ANY;1.0;11024;799;0;13
Wkw1AAD;Córdoba;VILLAGE;1.0;8614;1250;0;15
WkxSAAT;Madrid;BORDER;15.0;13779;979;0;17
Wl0JAAT;Sevilla;VILLAGE;7.5;9051;651;0,0032258064516129;14
WtCsAAL;Valencia/València;CITY;15.0;10377;651;0,00286532951289398;20
WTd3AAH;Madrid;CITY;15.0;13779;396;0;19
WtDVAA1;Córdoba;ANY;7.5;8614;1060;0;20
WTgVAAX;Granada;VILLAGE;35.0;8877;869;0;22
WTi1AAH;Girona;VILLAGE;7.5;11095;461;0,00389105058365759;14
WTm5AAH;Barcelona;VILLAGE;1.0;12853;554;0;17
Wtn9AAD;Madrid;CITY;7.5;13779;420;0;14
WjpeAAD;Granada;VACATIONAL;26.0;8877;721;0,0036101083032491;17
Wjs7AAD;Alicante/Alacant;ANY;26.0;8695;1043;0,00204498977505112;24
WjvHAAT;Asturias;ANY;7.5;11959;94;0;7
WjwRAAT;Barcelona;ESCAPE;1.0;12853;511;0;21
Wk1bAAD;Alicante/Alacant;ESCAPE;3.5;8695;19;0;3
Wk1YAAT;Ciudad Real;ANY;7.5;8786;310;0,00515463917525773;16
WkGDAA1;Badajoz;COUNTRYSIDE;7.5;8448;185;0;7
WkgfAAD;Barcelona;BORDER;7.5;12853;142;0;17
WkHsAAL;Pontevedra;ESCAPE;7.5;10153;1383;0,00193050193050193;19
WkIZAA1;Asturias;ANY;3.5;11959;112;0;15
Wkn9AAD;Barcelona;BORDER;15.0;12853;577;0;17
WknGAAT;Bizkaia;ANY;15.0;13949;209;0;10
WkO0AAL;Palencia;ANY;3.5;11392;139;0;15
WkUtAAL;Sevilla;CITY;3.5;9051;398;0;18
WkZdAAL;Barcelona;VILLAGE;7.5;12853;1539;0;19
Wl1IAAT;Barcelona;ANY;7.5;12853;701;0;20
WlP5AAL;Granada;VACATIONAL;7.5;8877;580;0;16
WqbzAAD;Lugo;ANY;3.5;10283;318;0;19
WqcaAAD;Lugo;VILLAGE;7.5;10283;333;0;14
WqcqAAD;Gipuzkoa;ANY;15.0;14852;259;0;10
WqefAAD;León;COUNTRYSIDE;15.0;11138;151;0;13
WqeUAAT;Gipuzkoa;ANY;7.5;14852;217;0;12
WqhAAAT;Almería;ANY;15.0;8029;627;0;20
WselAAD;Badajoz;COUNTRYSIDE;26.0;8448;316;0;9
WsQdAAL;Cádiz;ANY;15.0;8489;1105;0;20
WsusAAD;Salamanca;ANY;7.5;10667;349;0;15
WtcEAAT;Cáceres;COUNTRYSIDE;15.0;9081;458;0;12
WTcSAAX;Lugo;VILLAGE;7.5;10283;334;0,00458715596330275;14
WtCZAA1;Ciudad Real;ANY;7.5;8786;487;0,00343642611683849;16
WtdmAAD;Sevilla;ANY;1.0;9051;543;0;16
WteLAAT;Girona;ANY;7.5;11095;461;0;15
WTgTAAX;Granada;VILLAGE;15.0;8877;247;0;9
WtluAAD;Ciudad Real;VILLAGE;15.0;8786;575;0;16
WtmnAAD;Sevilla;ANY;25.0;9051;1008;0;20
WtnlAAD;Huelva;VILLAGE;3.5;8401;1223;0;17
WtOgAAL;Sevilla;VILLAGE;7.5;9051;460;0;13
WtrsAAD;Granada;ANY;3.5;8877;965;0;15
WTxJAAX;Albacete;CITY;7.5;9150;1107;0;22
WTzPAAX;Pontevedra;VILLAGE;7.5;10153;457;0;13
WjivAAD;Lugo;COUNTRYSIDE;15.0;10283;462;0;15
WjjwAAD;Madrid;LEISURE;7.5;13779;584;0;19
Wjo4AAD;Valencia/València;BORDER;7.5;10377;1044;0;22
WjpcAAD;Granada;VACATIONAL;35.0;8877;1443;0;19
WjroAAD;Castellón/Castelló;ANY;7.5;10136;1108;0,00373134328358209;19
WjusAAD;Navarra;CITY;15.0;13572;202;0;17
WjuuAAD;Ourense;VILLAGE;7.5;10189;743;0;16
WjvnAAD;Bizkaia;ANY;15.0;13949;302;0;11
WjxoAAD;Córdoba;ANY;3.5;8614;753;0;18
Wkb9AAD;Valencia/València;ANY;15.0;10377;1431;0;23
WkIcAAL;Asturias;BORDER;15.0;11959;1365;0,00166944908180301;17
WkMoAAL;Cantabria;VACATIONAL;3.5;11229;347;0;15
WkUCAA1;Toledo;VILLAGE;15.0;8845;395;0;12
WkvMAAT;Lleida;VILLAGE;3.5;10914;758;0;19
WkZjAAL;Valladolid;CITY;3.5;11682;299;0;16
WkZsAAL;Valencia/València;ANY;3.5;10377;1103;0;20
Wl2hAAD;Segovia;VILLAGE;7.5;10730;210;0;14
Wl73AAD;Toledo;VILLAGE;15.0;8845;967;0;21
WlLpAAL;Pontevedra;VILLAGE;3.5;10153;270;0;18
WlQEAA1;Castellón/Castelló;VILLAGE;1.0;10136;1349;0;21
WqacAAD;Madrid;CITY;1.0;13779;307;0,00934579439252336;9
WkvyAAD;Valencia/València;VILLAGE;3.5;10377;1255;0,0015552099533437;23
Wl6WAAT;Pontevedra;VILLAGE;1.0;10153;1139;0;18
WlMnAAL;Tarragona;VILLAGE;1.0;10817;336;0;7
WlO9AAL;Albacete;ANY;3.5;9150;508;0;19
WlPCAA1;Illes Balears;VILLAGE;7.5;11213;753;0;19
WlPJAA1;Toledo;VILLAGE;25.0;8845;1868;0;17
WtArAAL;Valencia/València;VILLAGE;3.5;10377;956;0;20
WTcLAAX;Girona;VACATIONAL;26.0;11095;302;0,00537634408602151;14
WtcWAAT;Guadalajara;VILLAGE;3.5;11036;1165;0,00182815356489945;22
WtDOAA1;Málaga;ANY;3.5;8688;502;0,00319488817891374;15
WThBAAX;Barcelona;ANY;35.0;12853;1828;0;25
WtHcAAL;Sevilla;ANY;7.5;9051;1126;0;18
WTiCAAX;Castellón/Castelló;COUNTRYSIDE;7.5;10136;211;0;7
WTjdAAH;Cáceres;COUNTRYSIDE;1.0;9081;379;0;11
WTnhAAH;Cádiz;VILLAGE;7.5;8489;427;0;13
WtrpAAD;Salamanca;ANY;7.5;10667;255;0,00591715976331361;17
Wjf1AAD;Guadalajara;VILLAGE;3.5;11036;681;0;15
WjlLAAT;Huelva;VILLAGE;7.5;8401;377;0;17
WjrYAAT;Alicante/Alacant;VILLAGE;25.0;8695;1046;0;23
WkHOAA1;Málaga;VILLAGE;15.0;8688;83;0;6
WkhRAAT;Bizkaia;CITY;15.0;13949;307;0;16
WkN2AAL;Almería;ANY;3.5;8029;610;0,00272479564032698;19
WkP1AAL;A Coruña;VILLAGE;7.5;11024;1062;0;17
WkT8AAL;Madrid;CITY;25.0;13779;926;0;16
WkuJAAT;Alicante/Alacant;VILLAGE;7.5;8695;985;0;18
Wl2VAAT;Murcia;VILLAGE;7.5;8908;621;0;14
WlMtAAL;Zamora;ANY;7.5;9859;167;0;14
WlOwAAL;Madrid;LEISURE;1.0;13779;242;0,0075187969924812;6
WlPnAAL;Málaga;VILLAGE;25.0;8688;1131;0;20
WqcjAAD;Guadalajara;COUNTRYSIDE;35.0;11036;763;0;9
Wsf9AAD;Illes Balears;VILLAGE;7.5;11213;405;0;16
WsKMAA1;Cáceres;ANY;3.5;9081;393;0;15
WsLXAA1;Ciudad Real;ANY;15.0;8786;442;0;14
WsmFAAT;Málaga;VILLAGE;1.0;8688;865;0;11
WsMiAAL;A Coruña;VILLAGE;7.5;11024;328;0;11
WsMzAAL;Cádiz;CITY;26.0;8489;232;0;12
WsQsAAL;A Coruña;VILLAGE;15.0;11024;276;0;13
WsRHAA1;A Coruña;ANY;3.5;11024;132;0;10
WswWAAT;Cantabria;ANY;3.5;11229;266;0;8
Wt3kAAD;Bizkaia;CITY;15.0;13949;276;0;19
WtC5AAL;Valencia/València;CITY;15.0;10377;150;0;18
WtCjAAL;Madrid;BORDER;15.0;13779;946;0;21
WTcQAAX;Girona;VACATIONAL;7.5;11095;379;0;21
WtCyAAL;Zaragoza;VILLAGE;3.5;12020;125;0;8
WtHEAA1;Barcelona;VACATIONAL;3.5;12853;998;0;20
WTheAAH;Burgos;ANY;3.5;12093;53;0;5
WtI8AAL;Bizkaia;ANY;7.5;13949;474;0;17
WTj8AAH;Barcelona;ANY;7.5;12853;1273;0,00171526586620926;20
WTjNAAX;Alicante/Alacant;VILLAGE;15.0;8695;475;0;26
WtJWAA1;Córdoba;VILLAGE;3.5;8614;680;0;16
WTlNAAX;Barcelona;ANY;26.0;12853;1068;0;20
WTndAAH;Cádiz;ANY;15.0;8489;281;0;14
WTnnAAH;Córdoba;VILLAGE;3.5;8614;89;0;2
WtOqAAL;Illes Balears;VILLAGE;26.0;11213;1028;0;16
WtW7AAL;Sevilla;ANY;7.5;9051;1399;0;18
WU09AAH;Asturias;ANY;7.5;11959;510;0;16
WU20AAH;Madrid;VILLAGE;15.0;13779;1635;0;19
WU6OAAX;Murcia;ANY;7.5;8908;797;0;19
WU7EAAX;Valencia/València;ANY;26.0;10377;1489;0,00458015267175573;20
WU98AAH;Cádiz;ANY;26.0;8489;1358;0;19
WjeBAAT;Huesca;VILLAGE;15.0;11297;457;0,00803212851405622;16
WjeSAAT;Jaén;ANY;7.5;8318;452;0;19
WjjMAAT;Lugo;ANY;7.5;10283;241;0;19
WjqnAAD;Burgos;ANY;7.5;12093;161;0;13
Wjr8AAD;Burgos;BORDER;7.5;12093;663;0;17
WjrjAAD;Cáceres;COUNTRYSIDE;3.5;9081;224;0;6
WjrQAAT;Burgos;ANY;3.5;12093;219;0;13
WjwFAAT;Alicante/Alacant;ANY;7.5;8695;1323;0,00172117039586919;22
WjyKAAT;Barcelona;BORDER;3.5;12853;1885;0;25
Wk0hAAD;Badajoz;VILLAGE;26.0;8448;314;0;16
Wk18AAD;Castellón/Castelló;ANY;3.5;10136;1136;0,00190839694656489;16
XCFsAAP;A Coruña;LEISURE;15.0;11024;236;0;14
XCi8AAH;Castellón/Castelló;VILLAGE;3.5;10136;1402;0,00363636363636364;18
WU2gAAH;Asturias;COUNTRYSIDE;3.5;11959;226;0,00684931506849315;8
Wu7GAAT;Ciudad Real;COUNTRYSIDE;7.5;8786;123;0;6
WjeqAAD;Jaén;ANY;15.0;8318;640;0;18
Wjl2AAD;Huelva;ANY;7.5;8401;2278;0;20
WjpNAAT;Huelva;VILLAGE;15.0;8401;1111;0;13
WjvIAAT;Palencia;ANY;3.5;11392;468;0;14
WjvsAAD;Cáceres;COUNTRYSIDE;7.5;9081;446;0;10
WjzsAAD;Barcelona;BORDER;3.5;12853;1820;0;20
Wk64AAD;Bizkaia;ANY;15.0;13949;595;0;17
Wk6ZAAT;Segovia;VILLAGE;3.5;10730;129;0;10
WkaIAAT;Bizkaia;BORDER;15.0;13949;392;0;17
WkMqAAL;Madrid;BORDER;3.5;13779;1697;0,0015220700152207;19
WkqzAAD;Cáceres;COUNTRYSIDE;7.5;9081;275;0;14
WkTEAA1;Bizkaia;ANY;1.0;13949;50;0;3
WktHAAT;A Coruña;COUNTRYSIDE;15.0;11024;105;0;4
WkTnAAL;Girona;VACATIONAL;15.0;11095;717;0;24
WktUAAT;Murcia;CITY;3.5;8908;498;0;20
WkvXAAT;Zamora;CITY;7.5;9859;1009;0;21
Wl2YAAT;Zamora;ANY;3.5;9859;125;0;5
WlIZAA1;La Rioja;ANY;3.5;11191;317;0;15
WlQVAA1;Murcia;CITY;7.5;8908;346;0,00480769230769231;18
Wqb7AAD;Madrid;BORDER;3.5;13779;983;0;20
WqjCAAT;Alicante/Alacant;ANY;7.5;8695;2135;0;23
WqNnAAL;Barcelona;CITY;15.0;12853;389;0;18
WseaAAD;Badajoz;COUNTRYSIDE;15.0;8448;482;0,00355871886120996;16
WslaAAD;Albacete;ANY;1.0;9150;750;0;17
Wt0iAAD;Albacete;ANY;25.0;9150;763;0;21
Wt1aAAD;Navarra;ANY;15.0;13572;465;0,00340136054421769;18
WTaPAAX;Madrid;CITY;1.0;13779;429;0;12
WTawAAH;Guadalajara;VILLAGE;7.5;11036;1879;0;22
Wtc7AAD;Albacete;VILLAGE;7.5;9150;585;0;17
WtCHAA1;Sevilla;ANY;25.0;9051;1105;0;16
WTdGAAX;Gipuzkoa;ANY;15.0;14852;198;0;11
WtdNAAT;Valencia/València;VILLAGE;3.5;10377;1396;0,00175131348511384;22
WTeEAAX;Huelva;CITY;15.0;8401;372;0;17
WTefAAH;Madrid;CITY;3.5;13779;252;0;15
WteSAAT;Madrid;BORDER;3.5;13779;699;0;12
WTmVAAX;Barcelona;ANY;7.5;12853;1168;0;15
WtWYAA1;Sevilla;ANY;3.5;9051;515;0;15
WtXaAAL;Teruel;VILLAGE;1.0;10911;326;0;18
WTZMAA5;Alicante/Alacant;VILLAGE;15.0;8695;921;0;19
WTZzAAP;Lleida;ANY;1.0;10914;494;0;13
Wu0sAAD;Barcelona;ANY;7.5;12853;2120;0;22
WU0sAAH;Madrid;BORDER;3.5;13779;1445;0,00318979266347687;22
WU3oAAH;Cantabria;ANY;7.5;11229;552;0;14
WU41AAH;Navarra;ANY;15.0;13572;1035;0;21
WjebAAD;La Rioja;VILLAGE;3.5;11191;296;0;17
WjicAAD;Jaén;VILLAGE;26.0;8318;308;0,00512820512820513;7
WjpsAAD;Córdoba;VILLAGE;7.5;8614;819;0;12
Wjq1AAD;Cuenca;COUNTRYSIDE;15.0;9009;477;0;12
WjwMAAT;A Coruña;VILLAGE;3.5;11024;365;0,00826446280991736;18
Wk8FAAT;Bizkaia;VILLAGE;15.0;13949;448;0;16
WkaHAAT;Barcelona;ESCAPE;15.0;12853;207;0;3
WkazAAD;Toledo;COUNTRYSIDE;26.0;8845;402;0,0136363636363636;10
WkHdAAL;Madrid;VILLAGE;3.5;13779;1600;0;21
WkHQAA1;Málaga;VACATIONAL;3.5;8688;554;0;26
WkvbAAD;Madrid;BORDER;7.5;13779;555;0;18
WkvlAAD;Sevilla;VILLAGE;3.5;9051;864;0;17
WkwBAAT;Zaragoza;VILLAGE;15.0;12020;773;0;18
WkwGAAT;Araba/Álava;BORDER;7.5;14715;476;0,00416666666666667;13
Wl0RAAT;Alicante/Alacant;ANY;7.5;8695;227;0;15
Wl0tAAD;A Coruña;ANY;35.0;11024;639;0;18
Wl1VAAT;Barcelona;CITY;7.5;12853;589;0;20
Wl2nAAD;Madrid;ANY;7.5;13779;108;0;4
Wl8oAAD;Gipuzkoa;CITY;1.0;14852;628;0;20
WlNmAAL;Barcelona;BORDER;7.5;12853;664;0;23
WlNUAA1;Almería;ANY;3.5;8029;437;0;17
WlORAA1;Sevilla;ANY;1.0;9051;459;0,00485436893203883;14
WjdkAAD;Madrid;BORDER;3.5;13779;1577;0;25
WjkwAAD;Granada;COUNTRYSIDE;26.0;8877;196;0;4
WjoVAAT;Barcelona;BORDER;7.5;12853;718;0,00554016620498615;18
WjuzAAD;Madrid;VILLAGE;15.0;13779;658;0;13
Wjw3AAD;A Coruña;ANY;3.5;11024;777;0;16
